model,task,method,budget,seed,run_id,em,f1,rougeL,n,peak_vram_gb,train_time_min,trainable_ratio,meta_file
qwen,dialogsum,qlora,2048,43,qwen_dialogsum_qlora_b2048_s43,,,0.20908796164801302,200,5.001758098602295,54.45158632993698,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_dialogsum_qlora_b2048_s43_meta.json
qwen,dialogsum,qlora,512,42,qwen_dialogsum_qlora_b512_s42,,,0.2240911291906346,200,5.001758098602295,13.396242594718933,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_dialogsum_qlora_b512_s42_meta.json
qwen,dialogsum,qlora,512,43,qwen_dialogsum_qlora_b512_s43,,,0.22256985984306546,200,5.001758098602295,13.399373539288838,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_dialogsum_qlora_b512_s43_meta.json
qwen,gsm8k,dora,128,42,qwen_gsm8k_dora_b128_s42,0.025,,,200,23.16596794128418,3.506715488433838,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b128_s42_meta.json
qwen,gsm8k,dora,128,43,qwen_gsm8k_dora_b128_s43,0.02,,,200,23.16596794128418,3.53775341908137,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b128_s43_meta.json
qwen,gsm8k,dora,2048,42,qwen_gsm8k_dora_b2048_s42,0.02,,,200,23.16596794128418,53.76601814826329,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b2048_s42_meta.json
qwen,gsm8k,dora,2048,43,qwen_gsm8k_dora_b2048_s43,0.02,,,200,23.16596794128418,53.88994338909785,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b2048_s43_meta.json
qwen,gsm8k,dora,512,42,qwen_gsm8k_dora_b512_s42,0.02,,,200,23.16596794128418,13.629002157847086,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b512_s42_meta.json
qwen,gsm8k,dora,512,43,qwen_gsm8k_dora_b512_s43,0.015,,,200,23.16596794128418,13.544191881020863,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_dora_b512_s43_meta.json
qwen,gsm8k,ia3,128,42,qwen_gsm8k_ia3_b128_s42,0.01,,,200,12.712484359741211,1.1121928056081136,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b128_s42_meta.json
