model,task,method,budget,seed,run_id,em,f1,rougeL,n,peak_vram_gb,train_time_min,trainable_ratio,meta_file
qwen,gsm8k,ia3,128,43,qwen_gsm8k_ia3_b128_s43,0.02,,,200,12.712484359741211,1.060020426909129,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b128_s43_meta.json
qwen,gsm8k,ia3,2048,42,qwen_gsm8k_ia3_b2048_s42,0.02,,,200,12.712484359741211,16.16299412250519,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b2048_s42_meta.json
qwen,gsm8k,ia3,2048,43,qwen_gsm8k_ia3_b2048_s43,0.03,,,200,12.712484359741211,16.050222074985506,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b2048_s43_meta.json
qwen,gsm8k,ia3,512,42,qwen_gsm8k_ia3_b512_s42,0.025,,,200,12.712484359741211,4.092848765850067,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b512_s42_meta.json
qwen,gsm8k,ia3,512,43,qwen_gsm8k_ia3_b512_s43,0.015,,,200,12.712484359741211,4.04339828491211,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_ia3_b512_s43_meta.json
qwen,gsm8k,lora,128,42,qwen_gsm8k_lora_b128_s42,0.015,,,200,14.058740615844727,1.726363730430603,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b128_s42_meta.json
qwen,gsm8k,lora,128,43,qwen_gsm8k_lora_b128_s43,0.02,,,200,14.058740615844727,1.7116581757863363,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b128_s43_meta.json
qwen,gsm8k,lora,2048,42,qwen_gsm8k_lora_b2048_s42,0.025,,,200,14.058740615844727,26.05406618118286,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b2048_s42_meta.json
qwen,gsm8k,lora,2048,43,qwen_gsm8k_lora_b2048_s43,0.005,,,200,14.058740615844727,25.306849825382233,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b2048_s43_meta.json
qwen,gsm8k,lora,512,42,qwen_gsm8k_lora_b512_s42,0.02,,,200,14.058740615844727,6.613798463344574,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b512_s42_meta.json
qwen,gsm8k,lora,512,43,qwen_gsm8k_lora_b512_s43,0.01,,,200,14.058740615844727,6.560147492090861,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_lora_b512_s43_meta.json
qwen,gsm8k,qlora,128,42,qwen_gsm8k_qlora_b128_s42,0.02,,,200,5.001758098602295,3.443860681851705,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b128_s42_meta.json
qwen,gsm8k,qlora,128,43,qwen_gsm8k_qlora_b128_s43,0.04,,,200,5.001758098602295,3.398115885257721,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b128_s43_meta.json
qwen,gsm8k,qlora,2048,42,qwen_gsm8k_qlora_b2048_s42,0.035,,,200,5.001758098602295,53.52947945197423,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b2048_s42_meta.json
qwen,gsm8k,qlora,2048,43,qwen_gsm8k_qlora_b2048_s43,0.02,,,200,5.001758098602295,53.41950614452362,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b2048_s43_meta.json
qwen,gsm8k,qlora,512,42,qwen_gsm8k_qlora_b512_s42,0.025,,,200,5.001758098602295,13.370020548502604,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b512_s42_meta.json
qwen,gsm8k,qlora,512,43,qwen_gsm8k_qlora_b512_s43,0.045,,,200,5.001758098602295,13.414916563034058,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_gsm8k_qlora_b512_s43_meta.json
qwen,squad_v2,dora,128,42,qwen_squad_v2_dora_b128_s42,0.0,0.0979491692932632,,200,23.16596794128418,3.46180606285731,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b128_s42_meta.json
qwen,squad_v2,dora,128,43,qwen_squad_v2_dora_b128_s43,0.0,0.09616791280266156,,200,23.16596794128418,3.477397898832957,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b128_s43_meta.json
qwen,squad_v2,dora,2048,42,qwen_squad_v2_dora_b2048_s42,0.0,0.09421654033362868,,200,23.16596794128418,53.687532512346905,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b2048_s42_meta.json
qwen,squad_v2,dora,2048,43,qwen_squad_v2_dora_b2048_s43,0.0,0.08984481144593866,,200,23.16596794128418,53.914031255245206,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b2048_s43_meta.json
qwen,squad_v2,dora,512,42,qwen_squad_v2_dora_b512_s42,0.0,0.1014964318637793,,200,23.16596794128418,13.504520881175996,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b512_s42_meta.json
qwen,squad_v2,dora,512,43,qwen_squad_v2_dora_b512_s43,0.0,0.08219254463623141,,200,23.16596794128418,13.508596618970236,0.009934780009014894,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_dora_b512_s43_meta.json
qwen,squad_v2,ia3,128,42,qwen_squad_v2_ia3_b128_s42,0.0,0.09108466221639532,,200,12.712484359741211,1.0739062786102296,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b128_s42_meta.json
qwen,squad_v2,ia3,128,43,qwen_squad_v2_ia3_b128_s43,0.0,0.09254522292990451,,200,12.712484359741211,1.066090178489685,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b128_s43_meta.json
qwen,squad_v2,ia3,2048,42,qwen_squad_v2_ia3_b2048_s42,0.0,0.08471567566632182,,200,12.712484359741211,16.041014397144316,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b2048_s42_meta.json
qwen,squad_v2,ia3,2048,43,qwen_squad_v2_ia3_b2048_s43,0.0,0.0857996607567512,,200,12.712484359741211,16.104582154750823,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b2048_s43_meta.json
qwen,squad_v2,ia3,512,42,qwen_squad_v2_ia3_b512_s42,0.0,0.0893617313017783,,200,12.712484359741211,4.129080724716187,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b512_s42_meta.json
qwen,squad_v2,ia3,512,43,qwen_squad_v2_ia3_b512_s43,0.0,0.08945409503352825,,200,12.712484359741211,4.054722205797831,0.0001343721684383333,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_ia3_b512_s43_meta.json
qwen,squad_v2,lora,128,42,qwen_squad_v2_lora_b128_s42,0.0,0.11996009392486022,,200,14.058740615844727,1.6961092988650004,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b128_s42_meta.json
qwen,squad_v2,lora,128,43,qwen_squad_v2_lora_b128_s43,0.0,0.1324219918678688,,200,14.058740615844727,1.7005379597345989,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b128_s43_meta.json
qwen,squad_v2,lora,2048,42,qwen_squad_v2_lora_b2048_s42,0.0,0.08784781197200758,,200,14.058740615844727,26.09084097146988,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b2048_s42_meta.json
qwen,squad_v2,lora,2048,43,qwen_squad_v2_lora_b2048_s43,0.0,0.09069846259355266,,200,14.058740615844727,26.02292367617289,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b2048_s43_meta.json
qwen,squad_v2,lora,512,42,qwen_squad_v2_lora_b512_s42,0.0,0.10745868383758733,,200,14.058740615844727,6.5759933630625405,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b512_s42_meta.json
qwen,squad_v2,lora,512,43,qwen_squad_v2_lora_b512_s43,0.0,0.10929373124333068,,200,14.058740615844727,6.492471667130788,0.009606802057548793,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_lora_b512_s43_meta.json
qwen,squad_v2,qlora,128,42,qwen_squad_v2_qlora_b128_s42,0.0,0.0949086047960155,,200,5.001758098602295,3.451299504439036,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b128_s42_meta.json
qwen,squad_v2,qlora,128,43,qwen_squad_v2_qlora_b128_s43,0.0,0.09454990465642286,,200,5.001758098602295,3.5007946133613586,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b128_s43_meta.json
qwen,squad_v2,qlora,2048,42,qwen_squad_v2_qlora_b2048_s42,0.0,0.06507396893089105,,200,5.001758098602295,54.07577362060547,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b2048_s42_meta.json
qwen,squad_v2,qlora,2048,43,qwen_squad_v2_qlora_b2048_s43,0.0,0.08064432922038244,,200,5.001758098602295,53.85048592885335,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b2048_s43_meta.json
qwen,squad_v2,qlora,512,42,qwen_squad_v2_qlora_b512_s42,0.0,0.08402855196395706,,200,5.001758098602295,13.603518573443095,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b512_s42_meta.json
qwen,squad_v2,qlora,512,43,qwen_squad_v2_qlora_b512_s43,0.0,0.06035888312006565,,200,5.001758098602295,13.659921562671661,0.01731659174973876,/hpc2hdd/home/mliu954/projects/dsaa_peft/results/main/qwen_squad_v2_qlora_b512_s43_meta.json
